DateID,Year,Month,Quarter,Week,DayOfWeek,Holiday
2024/04/27,2024,4,Q2,17,Saturday,FALSE
2024/04/28,2024,4,Q2,17,Sunday,FALSE
2024/04/29,2024,4,Q2,18,Monday,FALSE
2024/04/30,2024,4,Q2,18,Tuesday,FALSE
2024/05/01,2024,5,Q2,18,Wednesday,FALSE
2024/05/02,2024,5,Q2,18,Thursday,FALSE
2024/05/03,2024,5,Q2,18,Friday,FALSE
2024/05/04,2024,5,Q2,18,Saturday,FALSE
2024/05/05,2024,5,Q2,18,Sunday,FALSE
2024/05/06,2024,5,Q2,19,Monday,FALSE
2024/05/07,2024,5,Q2,19,Tuesday,FALSE
2024/05/08,2024,5,Q2,19,Wednesday,FALSE
2024/05/09,2024,5,Q2,19,Thursday,FALSE
2024/05/10,2024,5,Q2,19,Friday,FALSE
2024/05/11,2024,5,Q2,19,Saturday,FALSE
2024/05/12,2024,5,Q2,19,Sunday,FALSE
2024/05/13,2024,5,Q2,20,Monday,FALSE
2024/05/14,2024,5,Q2,20,Tuesday,FALSE
2024/05/15,2024,5,Q2,20,Wednesday,FALSE
2024/05/16,2024,5,Q2,20,Thursday,FALSE
2024/05/17,2024,5,Q2,20,Friday,FALSE
2024/05/18,2024,5,Q2,20,Saturday,FALSE
2024/05/19,2024,5,Q2,20,Sunday,FALSE
2024/05/20,2024,5,Q2,21,Monday,FALSE
2024/05/21,2024,5,Q2,21,Tuesday,FALSE
2024/05/22,2024,5,Q2,21,Wednesday,FALSE
2024/05/23,2024,5,Q2,21,Thursday,FALSE
2024/05/24,2024,5,Q2,21,Friday,FALSE
2024/05/25,2024,5,Q2,21,Saturday,FALSE
2024/05/26,2024,5,Q2,21,Sunday,FALSE
2024/05/27,2024,5,Q2,22,Monday,TRUE
2024/05/28,2024,5,Q2,22,Tuesday,FALSE
2024/05/29,2024,5,Q2,22,Wednesday,FALSE
2024/05/30,2024,5,Q2,22,Thursday,FALSE
2024/05/31,2024,5,Q2,22,Friday,FALSE
2024/06/01,2024,6,Q2,22,Saturday,FALSE
2024/06/02,2024,6,Q2,22,Sunday,FALSE
2024/06/03,2024,6,Q2,23,Monday,FALSE
2024/06/04,2024,6,Q2,23,Tuesday,FALSE
2024/06/05,2024,6,Q2,23,Wednesday,FALSE
2024/06/06,2024,6,Q2,23,Thursday,FALSE
2024/06/07,2024,6,Q2,23,Friday,FALSE
2024/06/08,2024,6,Q2,23,Saturday,FALSE
2024/06/09,2024,6,Q2,23,Sunday,FALSE
2024/06/10,2024,6,Q2,24,Monday,FALSE
2024/06/11,2024,6,Q2,24,Tuesday,FALSE
2024/06/12,2024,6,Q2,24,Wednesday,FALSE
2024/06/13,2024,6,Q2,24,Thursday,FALSE
2024/06/14,2024,6,Q2,24,Friday,FALSE
2024/06/15,2024,6,Q2,24,Saturday,FALSE
2024/06/16,2024,6,Q2,24,Sunday,FALSE
2024/06/17,2024,6,Q2,25,Monday,FALSE
2024/06/18,2024,6,Q2,25,Tuesday,FALSE
2024/06/19,2024,6,Q2,25,Wednesday,TRUE
2024/06/20,2024,6,Q2,25,Thursday,FALSE
2024/06/21,2024,6,Q2,25,Friday,FALSE
2024/06/22,2024,6,Q2,25,Saturday,FALSE
2024/06/23,2024,6,Q2,25,Sunday,FALSE
2024/06/24,2024,6,Q2,26,Monday,FALSE
2024/06/25,2024,6,Q2,26,Tuesday,FALSE
2024/06/26,2024,6,Q2,26,Wednesday,FALSE
2024/06/27,2024,6,Q2,26,Thursday,FALSE
2024/06/28,2024,6,Q2,26,Friday,FALSE
2024/06/29,2024,6,Q2,26,Saturday,FALSE
2024/06/30,2024,6,Q2,26,Sunday,FALSE
2024/07/01,2024,7,Q3,27,Monday,FALSE
2024/07/02,2024,7,Q3,27,Tuesday,FALSE
2024/07/03,2024,7,Q3,27,Wednesday,FALSE
2024/07/04,2024,7,Q3,27,Thursday,TRUE
2024/07/05,2024,7,Q3,27,Friday,FALSE
2024/07/06,2024,7,Q3,27,Saturday,FALSE
2024/07/07,2024,7,Q3,27,Sunday,FALSE
2024/07/08,2024,7,Q3,28,Monday,FALSE
2024/07/09,2024,7,Q3,28,Tuesday,FALSE
2024/07/10,2024,7,Q3,28,Wednesday,FALSE
2024/07/11,2024,7,Q3,28,Thursday,FALSE
2024/07/12,2024,7,Q3,28,Friday,FALSE
2024/07/13,2024,7,Q3,28,Saturday,FALSE
2024/07/14,2024,7,Q3,28,Sunday,FALSE
2024/07/15,2024,7,Q3,29,Monday,FALSE
2024/07/16,2024,7,Q3,29,Tuesday,FALSE
2024/07/17,2024,7,Q3,29,Wednesday,FALSE
2024/07/18,2024,7,Q3,29,Thursday,FALSE
2024/07/19,2024,7,Q3,29,Friday,FALSE
2024/07/20,2024,7,Q3,29,Saturday,FALSE
2024/07/21,2024,7,Q3,29,Sunday,FALSE
2024/07/22,2024,7,Q3,30,Monday,FALSE
2024/07/23,2024,7,Q3,30,Tuesday,FALSE
2024/07/24,2024,7,Q3,30,Wednesday,FALSE
2024/07/25,2024,7,Q3,30,Thursday,FALSE
2024/07/26,2024,7,Q3,30,Friday,FALSE
2024/07/27,2024,7,Q3,30,Saturday,FALSE
2024/07/28,2024,7,Q3,30,Sunday,FALSE
2024/07/29,2024,7,Q3,31,Monday,FALSE
2024/07/30,2024,7,Q3,31,Tuesday,FALSE
2024/07/31,2024,7,Q3,31,Wednesday,FALSE
2024/08/01,2024,8,Q3,31,Thursday,FALSE
2024/08/02,2024,8,Q3,31,Friday,FALSE
2024/08/03,2024,8,Q3,31,Saturday,FALSE
2024/08/04,2024,8,Q3,31,Sunday,FALSE
2024/08/05,2024,8,Q3,32,Monday,FALSE
2024/08/06,2024,8,Q3,32,Tuesday,FALSE
2024/08/07,2024,8,Q3,32,Wednesday,FALSE
2024/08/08,2024,8,Q3,32,Thursday,FALSE
2024/08/09,2024,8,Q3,32,Friday,FALSE
2024/08/10,2024,8,Q3,32,Saturday,FALSE
2024/08/11,2024,8,Q3,32,Sunday,FALSE
2024/08/12,2024,8,Q3,33,Monday,FALSE
2024/08/13,2024,8,Q3,33,Tuesday,FALSE
2024/08/14,2024,8,Q3,33,Wednesday,FALSE
2024/08/15,2024,8,Q3,33,Thursday,FALSE
2024/08/16,2024,8,Q3,33,Friday,FALSE
2024/08/17,2024,8,Q3,33,Saturday,FALSE
2024/08/18,2024,8,Q3,33,Sunday,FALSE
2024/08/19,2024,8,Q3,34,Monday,FALSE
2024/08/20,2024,8,Q3,34,Tuesday,FALSE
2024/08/21,2024,8,Q3,34,Wednesday,FALSE
2024/08/22,2024,8,Q3,34,Thursday,FALSE
2024/08/23,2024,8,Q3,34,Friday,FALSE
2024/08/24,2024,8,Q3,34,Saturday,FALSE
2024/08/25,2024,8,Q3,34,Sunday,FALSE
2024/08/26,2024,8,Q3,35,Monday,FALSE
2024/08/27,2024,8,Q3,35,Tuesday,FALSE
2024/08/28,2024,8,Q3,35,Wednesday,FALSE
2024/08/29,2024,8,Q3,35,Thursday,FALSE
2024/08/30,2024,8,Q3,35,Friday,FALSE
2024/08/31,2024,8,Q3,35,Saturday,FALSE
2024/09/01,2024,9,Q3,35,Sunday,FALSE
2024/09/02,2024,9,Q3,36,Monday,TRUE
2024/09/03,2024,9,Q3,36,Tuesday,FALSE
2024/09/04,2024,9,Q3,36,Wednesday,FALSE
2024/09/05,2024,9,Q3,36,Thursday,FALSE
2024/09/06,2024,9,Q3,36,Friday,FALSE
2024/09/07,2024,9,Q3,36,Saturday,FALSE
2024/09/08,2024,9,Q3,36,Sunday,FALSE
2024/09/09,2024,9,Q3,37,Monday,FALSE
2024/09/10,2024,9,Q3,37,Tuesday,FALSE
2024/09/11,2024,9,Q3,37,Wednesday,FALSE
2024/09/12,2024,9,Q3,37,Thursday,FALSE
2024/09/13,2024,9,Q3,37,Friday,FALSE
2024/09/14,2024,9,Q3,37,Saturday,FALSE
2024/09/15,2024,9,Q3,37,Sunday,FALSE
2024/09/16,2024,9,Q3,38,Monday,FALSE
2024/09/17,2024,9,Q3,38,Tuesday,FALSE
2024/09/18,2024,9,Q3,38,Wednesday,FALSE
2024/09/19,2024,9,Q3,38,Thursday,FALSE
2024/09/20,2024,9,Q3,38,Friday,FALSE
2024/09/21,2024,9,Q3,38,Saturday,FALSE
2024/09/22,2024,9,Q3,38,Sunday,FALSE
2024/09/23,2024,9,Q3,39,Monday,FALSE
2024/09/24,2024,9,Q3,39,Tuesday,FALSE
2024/09/25,2024,9,Q3,39,Wednesday,FALSE
2024/09/26,2024,9,Q3,39,Thursday,FALSE
2024/09/27,2024,9,Q3,39,Friday,FALSE
2024/09/28,2024,9,Q3,39,Saturday,FALSE
2024/09/29,2024,9,Q3,39,Sunday,FALSE
2024/09/30,2024,9,Q3,40,Monday,FALSE
2024/10/01,2024,10,Q4,40,Tuesday,FALSE
2024/10/02,2024,10,Q4,40,Wednesday,FALSE
2024/10/03,2024,10,Q4,40,Thursday,FALSE
2024/10/04,2024,10,Q4,40,Friday,FALSE
2024/10/05,2024,10,Q4,40,Saturday,FALSE
2024/10/06,2024,10,Q4,40,Sunday,FALSE
2024/10/07,2024,10,Q4,41,Monday,FALSE
2024/10/08,2024,10,Q4,41,Tuesday,FALSE
2024/10/09,2024,10,Q4,41,Wednesday,FALSE
2024/10/10,2024,10,Q4,41,Thursday,FALSE
2024/10/11,2024,10,Q4,41,Friday,FALSE
2024/10/12,2024,10,Q4,41,Saturday,FALSE
2024/10/13,2024,10,Q4,41,Sunday,FALSE
2024/10/14,2024,10,Q4,42,Monday,TRUE
2024/10/15,2024,10,Q4,42,Tuesday,FALSE
2024/10/16,2024,10,Q4,42,Wednesday,FALSE
2024/10/17,2024,10,Q4,42,Thursday,FALSE
2024/10/18,2024,10,Q4,42,Friday,FALSE
2024/10/19,2024,10,Q4,42,Saturday,FALSE
2024/10/20,2024,10,Q4,42,Sunday,FALSE
2024/10/21,2024,10,Q4,43,Monday,FALSE
2024/10/22,2024,10,Q4,43,Tuesday,FALSE
2024/10/23,2024,10,Q4,43,Wednesday,FALSE
2024/10/24,2024,10,Q4,43,Thursday,FALSE
2024/10/25,2024,10,Q4,43,Friday,FALSE
2024/10/26,2024,10,Q4,43,Saturday,FALSE
2024/10/27,2024,10,Q4,43,Sunday,FALSE
2024/10/28,2024,10,Q4,44,Monday,FALSE
2024/10/29,2024,10,Q4,44,Tuesday,FALSE
2024/10/30,2024,10,Q4,44,Wednesday,FALSE
2024/10/31,2024,10,Q4,44,Thursday,FALSE
2024/11/01,2024,11,Q4,44,Friday,FALSE
2024/11/02,2024,11,Q4,44,Saturday,FALSE
2024/11/03,2024,11,Q4,44,Sunday,FALSE
2024/11/04,2024,11,Q4,45,Monday,FALSE
2024/11/05,2024,11,Q4,45,Tuesday,FALSE
2024/11/06,2024,11,Q4,45,Wednesday,FALSE
2024/11/07,2024,11,Q4,45,Thursday,FALSE
2024/11/08,2024,11,Q4,45,Friday,FALSE
2024/11/09,2024,11,Q4,45,Saturday,FALSE
2024/11/10,2024,11,Q4,45,Sunday,FALSE
2024/11/11,2024,11,Q4,46,Monday,TRUE
2024/11/12,2024,11,Q4,46,Tuesday,FALSE
2024/11/13,2024,11,Q4,46,Wednesday,FALSE
2024/11/14,2024,11,Q4,46,Thursday,FALSE
2024/11/15,2024,11,Q4,46,Friday,FALSE
2024/11/16,2024,11,Q4,46,Saturday,FALSE
2024/11/17,2024,11,Q4,46,Sunday,FALSE
2024/11/18,2024,11,Q4,47,Monday,FALSE
2024/11/19,2024,11,Q4,47,Tuesday,FALSE
2024/11/20,2024,11,Q4,47,Wednesday,FALSE
2024/11/21,2024,11,Q4,47,Thursday,FALSE
2024/11/22,2024,11,Q4,47,Friday,FALSE
2024/11/23,2024,11,Q4,47,Saturday,FALSE
2024/11/24,2024,11,Q4,47,Sunday,FALSE
2024/11/25,2024,11,Q4,48,Monday,FALSE
2024/11/26,2024,11,Q4,48,Tuesday,FALSE
2024/11/27,2024,11,Q4,48,Wednesday,FALSE
2024/11/28,2024,11,Q4,48,Thursday,TRUE
2024/11/29,2024,11,Q4,48,Friday,FALSE
2024/11/30,2024,11,Q4,48,Saturday,FALSE
2024/12/01,2024,12,Q4,48,Sunday,FALSE
2024/12/02,2024,12,Q4,49,Monday,FALSE
2024/12/03,2024,12,Q4,49,Tuesday,FALSE
2024/12/04,2024,12,Q4,49,Wednesday,FALSE
2024/12/05,2024,12,Q4,49,Thursday,FALSE
2024/12/06,2024,12,Q4,49,Friday,FALSE
2024/12/07,2024,12,Q4,49,Saturday,FALSE
2024/12/08,2024,12,Q4,49,Sunday,FALSE
2024/12/09,2024,12,Q4,50,Monday,FALSE
2024/12/10,2024,12,Q4,50,Tuesday,FALSE
2024/12/11,2024,12,Q4,50,Wednesday,FALSE
2024/12/12,2024,12,Q4,50,Thursday,FALSE
2024/12/13,2024,12,Q4,50,Friday,FALSE
2024/12/14,2024,12,Q4,50,Saturday,FALSE
2024/12/15,2024,12,Q4,50,Sunday,FALSE
2024/12/16,2024,12,Q4,51,Monday,FALSE
2024/12/17,2024,12,Q4,51,Tuesday,FALSE
2024/12/18,2024,12,Q4,51,Wednesday,FALSE
2024/12/19,2024,12,Q4,51,Thursday,FALSE
2024/12/20,2024,12,Q4,51,Friday,FALSE
2024/12/21,2024,12,Q4,51,Saturday,FALSE
2024/12/22,2024,12,Q4,51,Sunday,FALSE
2024/12/23,2024,12,Q4,52,Monday,FALSE
2024/12/24,2024,12,Q4,52,Tuesday,FALSE
2024/12/25,2024,12,Q4,52,Wednesday,TRUE
2024/12/26,2024,12,Q4,52,Thursday,FALSE
2024/12/27,2024,12,Q4,52,Friday,FALSE
2024/12/28,2024,12,Q4,52,Saturday,FALSE
2024/12/29,2024,12,Q4,52,Sunday,FALSE
2024/12/30,2024,12,Q4,53,Monday,FALSE
2024/12/31,2024,12,Q4,53,Tuesday,FALSE
