UniqueProductID,CustomerID,ReturnProductID,SupplierID,ReturnDate,ReturnQuantity,TotalReturn
00099,00641,00161,00060,2024/07/01,6,240
00100,00462,00145,00056,2024/09/26,8,240
00101,00711,00078,00011,2024/12/15,8,480
00102,00928,00191,00041,2024/06/18,3,300
00103,00696,00006,00074,2024/02/07,10,900
00104,00648,00217,00055,2024/12/18,3,90
00105,00404,00101,00087,2024/11/21,7,280
00106,00987,00241,00072,2024/05/04,8,240
00107,00512,00039,00005,2024/12/30,9,360
00108,00548,00066,00016,2024/01/20,6,240
00109,00230,00169,00077,2024/10/30,2,120
00110,00551,00147,00009,2024/05/15,6,540
00111,00944,00252,00016,2024/12/03,8,480
00112,00639,00201,00021,2024/08/15,7,210
00113,00494,00263,00098,2024/12/23,5,250
00114,00430,00291,00083,2024/07/27,1,40
00115,00985,00020,00023,2024/06/09,8,560
00116,00425,00215,00090,2024/10/05,9,900
00117,00842,00298,00014,2024/07/21,3,240
00118,00190,00049,00099,2024/12/05,4,120
00119,00538,00203,00083,2024/12/10,6,600
00120,00533,00013,00058,2024/06/09,2,180
00121,00117,00197,00019,2024/03/12,1,70
00122,00927,00062,00042,2024/03/20,1,60
00123,00439,00018,00093,2024/08/27,5,250
00124,00291,00139,00003,2024/12/26,10,800
00125,00970,00146,00099,2024/04/06,4,400
00126,00443,00081,00055,2024/06/16,8,800
00127,00255,00111,00015,2024/02/28,3,300
00128,00648,00063,00033,2024/09/16,1,80
00129,00877,00294,00071,2024/03/05,3,120
00130,00713,00167,00002,2024/07/24,2,100
00131,00142,00203,00083,2024/05/14,3,270
00132,00445,00281,00081,2024/12/24,9,540
00133,00764,00243,00031,2024/06/02,7,700
00134,00447,00050,00009,2024/09/11,10,500
00135,00099,00051,00001,2024/08/28,2,160
00136,00530,00240,00051,2024/12/02,2,80
00137,00784,00076,00063,2024/06/06,4,280
00138,00898,00103,00025,2024/08/10,1,100
00139,00928,00048,00056,2024/04/04,5,500
00140,00748,00032,00024,2024/02/13,1,70
00141,00137,00293,00030,2024/12/21,8,720
00142,00679,00140,00061,2024/01/30,7,210
00143,00726,00018,00093,2024/01/14,4,360
00144,00765,00239,00066,2024/05/22,6,540
00145,00216,00207,00059,2024/12/25,7,280
00146,00630,00186,00077,2024/12/17,3,270
00147,00341,00240,00051,2024/03/13,4,120
00148,00948,00011,00077,2024/04/25,5,200
00149,00296,00109,00064,2024/03/26,9,270
00150,00293,00290,00025,2024/05/19,10,500
00151,00314,00105,00038,2024/08/22,4,120
00152,00325,00123,00038,2024/06/28,9,630
00153,00202,00183,00068,2024/06/20,5,350
00154,00993,00094,00081,2024/06/25,2,180
00155,00221,00262,00072,2024/08/11,6,480
00156,00302,00027,00062,2024/02/13,2,120
00157,00616,00063,00033,2024/02/16,8,320
00158,00397,00217,00055,2024/11/10,2,100
00159,00245,00146,00099,2024/01/10,4,360
00160,00718,00049,00099,2024/05/10,4,360
00161,00532,00017,00085,2024/01/10,7,630
00162,00883,00257,00009,2024/04/19,5,500
00163,00283,00207,00059,2024/05/23,9,810
00164,00874,00059,00005,2024/01/25,3,300
00165,00085,00008,00068,2024/04/30,5,200
00166,00189,00013,00058,2024/12/20,2,200
00167,00741,00038,00070,2024/04/04,2,100
00168,00918,00085,00088,2024/11/22,3,180
00169,00525,00189,00006,2024/02/19,3,270
00170,00201,00220,00049,2024/09/09,6,240
00171,00807,00056,00098,2024/12/29,7,490
00172,00460,00071,00022,2024/09/02,5,200
00173,00631,00295,00059,2024/02/28,4,400
00174,00509,00165,00097,2024/10/09,7,210
00175,00804,00022,00073,2024/03/18,7,210
00176,00564,00133,00078,2024/07/13,4,280
00177,00220,00125,00091,2024/11/28,8,480
00178,00082,00013,00058,2024/01/10,6,480
00179,00127,00210,00089,2024/04/04,4,320
00180,00566,00282,00092,2024/12/03,6,360
00181,00115,00103,00025,2024/07/24,3,180
00182,00330,00206,00071,2024/11/06,6,360
00183,00562,00242,00098,2024/10/20,10,700
00184,00478,00125,00091,2024/04/01,8,560
00185,00576,00191,00041,2024/06/17,2,120
00186,00117,00110,00060,2024/08/12,8,640
00187,00034,00162,00015,2024/07/05,4,240
00188,00734,00272,00017,2024/12/30,9,630
00189,00773,00071,00022,2024/03/29,7,560
00190,00492,00034,00051,2024/06/26,7,630
00191,00900,00204,00096,2024/01/12,10,300
00192,00897,00071,00022,2024/11/01,3,120
00193,00103,00238,00024,2024/08/19,7,630
00194,00415,00255,00056,2024/03/17,7,280
00195,00777,00069,00080,2024/05/04,4,120
00196,00789,00261,00051,2024/05/11,3,210
00197,00816,00179,00091,2024/07/22,10,300
00198,00764,00201,00021,2024/02/16,1,60
00199,00674,00133,00078,2024/07/25,7,490
00200,00473,00176,00010,2024/07/27,5,350
00201,00423,00091,00084,2024/07/03,2,60
00202,00441,00135,00006,2024/10/29,3,120
00203,00112,00201,00021,2024/07/27,6,420
00204,00690,00111,00015,2024/01/31,8,320
00205,00120,00018,00093,2024/12/02,7,350
00206,00944,00162,00015,2024/01/25,1,50
00207,00335,00083,00034,2024/06/12,2,160
00208,00711,00199,00063,2024/08/27,7,420
00209,00772,00038,00070,2024/11/23,2,200
00210,00239,00097,00007,2024/03/25,4,360
00211,00039,00117,00006,2024/11/27,9,900
00212,00120,00082,00045,2024/12/27,9,360
00213,00397,00118,00026,2024/08/22,4,320
00214,00153,00298,00014,2024/11/20,9,270
00215,00688,00190,00026,2024/02/22,5,350
00216,00679,00272,00017,2024/02/16,9,540
00217,00447,00180,00065,2024/01/13,7,700
00218,00636,00037,00031,2024/05/31,1,30
00219,00759,00167,00002,2024/07/10,7,630
00220,00702,00136,00026,2024/08/12,10,800
00221,00236,00196,00007,2024/11/03,7,630
00222,00459,00173,00026,2024/04/04,3,240
00223,00396,00132,00077,2024/06/23,8,640
00224,00539,00115,00094,2024/10/13,10,1000
00225,00356,00083,00034,2024/06/27,5,250
00226,00877,00275,00029,2024/12/14,8,640
00227,00547,00093,00067,2024/02/11,10,400
00228,00944,00247,00080,2024/09/14,5,500
00229,00579,00147,00009,2024/07/10,8,640
00230,00052,00095,00092,2024/02/27,6,300
00231,00140,00143,00043,2024/06/15,9,900
00232,00865,00013,00058,2024/04/08,4,360
00233,00778,00044,00046,2024/12/31,9,810
00234,00582,00142,00037,2024/10/20,6,300
00235,00691,00216,00048,2024/04/08,1,40
00236,00010,00177,00038,2024/12/29,4,360
00237,00392,00137,00041,2024/08/08,10,1000
00238,00363,00176,00010,2024/11/22,7,350
00239,00835,00021,00079,2024/01/01,7,420
00240,00536,00177,00038,2024/02/11,6,420
00241,00445,00228,00013,2024/03/30,5,400
00242,00181,00193,00082,2024/12/12,8,720
00243,00989,00182,00097,2024/02/14,3,210
00244,00630,00004,00091,2024/05/16,6,600
00245,00562,00045,00017,2024/04/14,9,630
00246,00797,00261,00051,2024/08/19,9,450
00247,00109,00161,00060,2024/05/26,9,810
00248,00363,00276,00080,2024/12/08,5,250
00249,00706,00126,00065,2024/06/30,5,450
00250,00607,00125,00091,2024/03/10,5,300
00251,00058,00156,00005,2024/09/07,10,400
00252,00075,00243,00031,2024/06/06,1,90
00253,00261,00005,00065,2024/07/26,2,60
00254,00390,00092,00089,2024/01/18,7,350
00255,00733,00031,00001,2024/09/04,6,540
00256,00464,00129,00068,2024/05/21,10,900
00257,00387,00245,00005,2024/11/28,2,80
00258,00850,00215,00090,2024/05/26,7,420
00259,00993,00204,00096,2024/10/14,6,300
00260,00149,00006,00074,2024/03/15,1,60
00261,00857,00144,00062,2024/02/17,5,200
00262,00387,00036,00098,2024/06/10,10,900
00263,00179,00042,00042,2024/01/28,5,300
00264,00505,00253,00043,2024/04/29,8,640
00265,00345,00039,00005,2024/03/22,10,400
00266,00008,00094,00081,2024/01/30,7,560
00267,00451,00283,00069,2024/06/10,7,630
00268,00358,00145,00056,2024/08/05,1,70
00269,00684,00191,00041,2024/07/13,9,720
00270,00864,00203,00083,2024/03/22,8,720
00271,00883,00282,00092,2024/08/29,3,300
00272,00489,00272,00017,2024/03/26,2,120
00273,00797,00296,00075,2024/12/15,6,540
00274,00880,00088,00027,2024/01/27,7,350
00275,00571,00005,00065,2024/10/15,4,280
00276,00792,00178,00008,2024/05/16,2,120
00277,00251,00120,00053,2024/09/27,1,80
00278,00004,00076,00063,2024/05/25,4,320
00279,00161,00017,00085,2024/05/21,1,100
00280,00189,00161,00060,2024/10/19,3,150
00281,00003,00031,00001,2024/06/12,1,100
00282,00084,00200,00087,2024/03/25,4,280
00283,00247,00202,00025,2024/10/01,3,240
00284,00586,00202,00025,2024/06/19,10,500
00285,00268,00062,00042,2024/07/19,4,320
00286,00259,00262,00072,2024/02/29,6,480
00287,00186,00286,00028,2024/05/08,5,300
00288,00681,00073,00007,2024/08/31,8,560
00289,00747,00271,00046,2024/03/25,7,560
00290,00959,00279,00004,2024/08/27,6,360
00291,00545,00048,00056,2024/02/07,2,60
00292,00374,00001,00010,2024/02/26,4,360
00293,00138,00138,00053,2024/09/21,4,320
00294,00282,00149,00024,2024/04/20,2,60
00295,00138,00060,00100,2024/03/07,7,560
00296,00273,00215,00090,2024/10/16,8,720
00297,00395,00243,00031,2024/10/06,3,210
00298,00265,00142,00037,2024/07/10,5,450
00299,00756,00232,00043,2024/09/19,8,640
00300,00314,00167,00002,2024/08/01,10,500
00301,00010,00140,00061,2024/02/07,8,560
00302,00362,00020,00023,2024/08/25,9,360
00303,00531,00182,00097,2024/12/18,5,500
00304,00937,00245,00005,2024/04/22,4,320
00305,00465,00204,00096,2024/06/18,8,640
00306,00991,00182,00097,2024/11/12,1,60
00307,00212,00032,00024,2024/03/16,9,540
00308,00335,00039,00005,2024/04/12,5,350
00309,00242,00083,00034,2024/09/20,3,300
00310,00941,00058,00070,2024/12/15,4,400
00311,00711,00221,00088,2024/12/01,9,630
00312,00613,00125,00091,2024/10/06,9,810
00313,00078,00118,00026,2024/05/28,2,100
00314,00235,00147,00009,2024/01/26,7,210
00315,00297,00123,00038,2024/05/31,3,300
00316,00257,00105,00038,2024/04/29,6,540
00317,00335,00256,00099,2024/11/17,6,540
00318,00766,00173,00026,2024/01/08,3,270
00319,00962,00262,00072,2024/10/21,8,640
00320,00300,00178,00008,2024/04/24,3,150
00321,00731,00041,00080,2024/11/21,2,80
00322,00019,00157,00033,2024/06/09,3,270
00323,00689,00257,00009,2024/10/04,3,150
00324,00874,00048,00056,2024/12/24,5,350
00325,00473,00082,00045,2024/05/04,8,480
00326,00390,00271,00046,2024/07/11,1,40
00327,00894,00218,00045,2024/09/17,5,150
00328,00139,00105,00038,2024/10/30,7,630
00329,00975,00117,00006,2024/03/18,8,640
00330,00725,00140,00061,2024/12/19,9,630
00331,00792,00039,00005,2024/09/16,1,30
00332,00491,00113,00012,2024/04/16,9,810
00333,00883,00219,00034,2024/12/27,4,200
00334,00462,00255,00056,2024/05/20,7,700
00335,00543,00173,00026,2024/12/05,3,300
00336,00355,00105,00038,2024/11/30,2,80
00337,00267,00120,00053,2024/03/25,1,80
00338,00155,00115,00094,2024/07/02,1,30
00339,00465,00009,00002,2024/03/22,9,270
00340,00239,00106,00008,2024/10/14,5,300
00341,00799,00008,00068,2024/11/24,10,700
00342,00175,00119,00041,2024/11/19,4,240
00343,00409,00133,00078,2024/06/03,3,90
00344,00304,00249,00033,2024/01/21,5,350
00345,00052,00137,00041,2024/11/02,2,100
00346,00045,00089,00020,2024/10/22,4,280
00347,00551,00121,00003,2024/12/24,8,640
00348,00084,00233,00062,2024/07/12,1,30
00349,00048,00046,00043,2024/11/22,10,300
00350,00579,00235,00099,2024/07/31,1,50
00351,00294,00075,00028,2024/06/20,8,480
00352,00873,00218,00045,2024/10/13,9,450
00353,00072,00118,00026,2024/08/29,10,800
00354,00152,00019,00095,2024/09/28,5,200
00355,00768,00045,00017,2024/06/02,3,210
00356,00581,00284,00007,2024/04/08,5,400
00357,00372,00096,00069,2024/04/05,2,140
00358,00173,00155,00070,2024/04/22,7,700
00359,00462,00059,00005,2024/07/11,8,400
00360,00956,00111,00015,2024/07/18,6,600
00361,00354,00092,00089,2024/04/13,7,280
00362,00503,00147,00009,2024/03/08,5,400
00363,00718,00225,00071,2024/03/02,2,120
00364,00583,00194,00092,2024/10/18,6,360
00365,00867,00231,00018,2024/01/12,10,600
00366,00105,00067,00086,2024/05/18,9,360
00367,00445,00230,00047,2024/05/27,8,560
00368,00004,00215,00090,2024/10/15,5,500
00369,00542,00271,00046,2024/11/23,8,400
00370,00435,00265,00070,2024/11/19,3,240
00371,00301,00150,00066,2024/01/06,6,600
00372,00218,00287,00063,2024/07/13,8,720
00373,00309,00008,00068,2024/08/11,8,240
00374,00559,00011,00077,2024/10/31,9,900
00375,00193,00095,00092,2024/11/07,4,400
00376,00323,00051,00001,2024/10/21,6,480
00377,00844,00211,00067,2024/08/13,8,800
00378,00821,00126,00065,2024/06/25,10,1000
00379,00010,00263,00098,2024/08/28,1,80
00380,00908,00227,00075,2024/09/30,3,90
00381,00478,00003,00008,2024/06/02,7,350
00382,00280,00109,00064,2024/11/05,1,80
00383,00076,00206,00071,2024/11/03,1,70
00384,00582,00243,00031,2024/07/22,8,400
00385,00935,00080,00048,2024/12/04,8,480
00386,00178,00067,00086,2024/09/19,10,600
00387,00178,00224,00027,2024/11/22,10,400
00388,00657,00249,00033,2024/10/01,8,560
00389,00182,00121,00003,2024/10/19,3,210
00390,00240,00085,00088,2024/11/12,1,70
00391,00593,00151,00051,2024/03/08,4,200
00392,00069,00027,00062,2024/04/02,9,540
00393,00960,00024,00036,2024/03/09,1,100
00394,00567,00152,00072,2024/05/24,5,400
00395,00562,00092,00089,2024/07/20,1,100
00396,00320,00216,00048,2024/10/18,5,300
00397,00811,00155,00070,2024/08/11,7,280
00398,00736,00165,00097,2024/02/11,7,560
00399,00631,00149,00024,2024/08/11,7,350
00400,00874,00152,00072,2024/05/24,7,490
00401,00866,00045,00017,2024/12/29,4,240
00402,00245,00062,00042,2024/04/21,6,540
00403,00426,00267,00100,2024/06/04,6,420
00404,00369,00043,00033,2024/10/16,7,630
00405,00111,00150,00066,2024/10/29,2,200
00406,00980,00080,00048,2024/09/20,8,320
00407,00957,00020,00023,2024/03/20,10,1000
00408,00883,00100,00063,2024/04/27,2,180
00409,00238,00047,00062,2024/02/26,8,800
00410,00804,00170,00078,2024/10/28,7,490
00411,00892,00292,00096,2024/11/10,3,240
00412,00109,00287,00063,2024/11/30,7,560
00413,00087,00232,00043,2024/05/28,3,210
00414,00620,00051,00001,2024/04/05,10,500
00415,00071,00001,00010,2024/01/08,4,200
00416,00898,00177,00038,2024/01/16,8,240
00417,00517,00035,00072,2024/09/03,4,200
00418,00712,00046,00043,2024/04/19,9,540
00419,00807,00073,00007,2024/08/07,6,420
00420,00891,00042,00042,2024/07/10,7,350
00421,00065,00174,00041,2024/01/07,9,810
00422,00344,00108,00050,2024/08/05,9,630
00423,00599,00135,00006,2024/09/19,9,900
00424,00364,00272,00017,2024/11/05,3,90
00425,00154,00262,00072,2024/06/21,1,40
00426,00649,00098,00019,2024/03/04,8,480
00427,00659,00183,00068,2024/01/13,3,300
00428,00502,00219,00034,2024/06/13,6,540
00429,00365,00028,00056,2024/08/28,9,360
00430,00489,00289,00021,2024/10/20,9,900
00431,00454,00165,00097,2024/01/30,3,210
00432,00476,00138,00053,2024/11/07,6,480
00433,00423,00118,00026,2024/07/04,7,280
00434,00093,00155,00070,2024/10/11,2,100
00435,00376,00141,00036,2024/10/08,4,120
00436,00973,00152,00072,2024/09/12,10,400
00437,00368,00221,00088,2024/10/11,4,240
00438,00681,00139,00003,2024/03/08,2,100
00439,00597,00234,00056,2024/07/19,8,320
00440,00291,00275,00029,2024/11/29,2,120
00441,00531,00248,00042,2024/07/03,5,200
00442,00362,00278,00022,2024/06/17,1,60
00443,00043,00152,00072,2024/11/05,5,400
00444,00558,00210,00089,2024/10/19,8,480
00445,00974,00041,00080,2024/07/29,9,900
00446,00790,00243,00031,2024/06/23,8,400
00447,00866,00137,00041,2024/12/05,8,320
00448,00037,00221,00088,2024/10/19,4,360
00449,00001,00096,00069,2024/07/19,1,100
00450,00727,00030,00009,2024/10/04,10,400
00451,00500,00249,00033,2024/04/14,5,350
00452,00964,00140,00061,2024/10/26,4,360
00453,00430,00274,00086,2024/08/16,2,140
00454,00563,00213,00092,2024/12/12,10,900
00455,00318,00157,00033,2024/03/09,7,700
00456,00862,00017,00085,2024/03/13,8,400
00457,00946,00295,00059,2024/01/18,2,60
00458,00999,00284,00007,2024/03/13,6,360
00459,00172,00166,00068,2024/08/11,7,700
00460,00395,00295,00059,2024/03/16,2,180
00461,00039,00106,00008,2024/11/21,3,90
00462,00450,00194,00092,2024/07/27,9,540
00463,00496,00242,00098,2024/09/08,7,420
00464,00249,00089,00020,2024/03/26,6,480
00465,00869,00039,00005,2024/08/19,4,360
00466,00038,00095,00092,2024/05/02,7,420
00467,00434,00299,00047,2024/07/02,7,210
00468,00307,00109,00064,2024/03/30,8,240
00469,00943,00089,00020,2024/08/11,5,250
00470,00501,00234,00056,2024/06/16,7,210
00471,00577,00206,00071,2024/05/13,10,700
00472,00269,00005,00065,2024/11/28,1,30
00473,00989,00001,00010,2024/01/16,1,30
00474,00696,00296,00075,2024/02/07,10,900
00475,00980,00098,00019,2024/01/26,6,600
00476,00103,00165,00097,2024/07/09,10,500
00477,00855,00284,00007,2024/07/05,1,100
00478,00598,00080,00048,2024/06/03,1,50
00479,00597,00056,00098,2024/12/07,4,200
00480,00499,00224,00027,2024/08/14,2,60
00481,00429,00056,00098,2024/06/06,4,200
00482,00275,00097,00007,2024/09/26,4,120
00483,00145,00298,00014,2024/08/20,1,30
00484,00187,00172,00006,2024/09/05,5,350
00485,00180,00020,00023,2024/11/01,4,200
00486,00645,00265,00070,2024/01/02,9,630
00487,00381,00031,00001,2024/04/25,7,490
00488,00036,00260,00066,2024/12/30,9,810
00489,00023,00219,00034,2024/07/12,4,320
00490,00131,00259,00024,2024/05/12,2,140
00491,00803,00175,00037,2024/01/17,1,70
00492,00231,00094,00081,2024/09/21,2,80
00493,00770,00209,00084,2024/02/16,7,420
00494,00137,00207,00059,2024/11/16,6,360
00495,00630,00135,00006,2024/01/05,3,270
00496,00741,00146,00099,2024/04/16,8,640
00497,00217,00245,00005,2024/02/10,10,900
00498,00947,00023,00061,2024/11/16,2,80
00499,00002,00102,00021,2024/03/04,9,900
00500,00985,00054,00051,2024/09/19,6,300
00501,00171,00163,00065,2024/11/06,5,300
00502,00712,00086,00052,2024/07/23,1,40
00503,00294,00263,00098,2024/10/03,9,360
00504,00723,00007,00097,2024/04/05,3,270
00505,00089,00230,00047,2024/09/16,10,500
00506,00125,00130,00002,2024/10/25,5,450
00507,00803,00089,00020,2024/11/06,8,560
00508,00211,00273,00016,2024/05/11,7,280
00509,00768,00276,00080,2024/01/09,1,40
00510,00303,00166,00068,2024/04/09,1,60
00511,00101,00128,00097,2024/12/03,5,150
00512,00888,00227,00075,2024/06/20,7,280
00513,00967,00136,00026,2024/07/04,7,280
00514,00761,00264,00031,2024/09/05,7,350
00515,00497,00121,00003,2024/03/30,6,240
00516,00413,00267,00100,2024/03/31,1,90
00517,00002,00246,00100,2024/09/28,10,300
00518,00622,00009,00002,2024/01/13,3,240
00519,00546,00245,00005,2024/03/28,2,180
00520,00261,00006,00074,2024/10/08,2,140
00521,00407,00220,00049,2024/08/04,8,640
00522,00005,00075,00028,2024/01/12,10,500
00523,00453,00201,00021,2024/07/12,2,160
00524,00851,00188,00058,2024/03/31,7,280
00525,00477,00220,00049,2024/06/16,2,60
00526,00307,00201,00021,2024/06/18,5,500
00527,00351,00078,00011,2024/03/20,10,800
00528,00430,00110,00060,2024/07/06,3,300
00529,00398,00211,00067,2024/09/11,6,600
00530,00373,00153,00098,2024/04/03,2,100
00531,00401,00265,00070,2024/01/27,8,640
00532,00424,00006,00074,2024/04/28,9,720
00533,00220,00173,00026,2024/05/18,10,700
00534,00908,00236,00009,2024/06/09,2,80
00535,00513,00126,00065,2024/06/17,2,120
00536,00034,00084,00049,2024/03/22,3,240
00537,00977,00121,00003,2024/06/25,6,360
00538,00533,00289,00021,2024/07/13,10,500
00539,00832,00032,00024,2024/08/07,1,100
00540,00701,00116,00058,2024/09/02,10,700
00541,00360,00122,00010,2024/09/15,3,300
00542,00737,00195,00069,2024/08/07,6,480
00543,00621,00110,00060,2024/08/27,4,320
00544,00616,00116,00058,2024/06/30,4,120
00545,00464,00262,00072,2024/07/05,4,280
00546,00918,00217,00055,2024/05/24,4,400
00547,00466,00243,00031,2024/09/10,5,500
00548,00716,00075,00028,2024/12/19,7,490
00549,00755,00001,00010,2024/01/10,9,270
00550,00056,00062,00042,2024/09/16,3,180
00551,00460,00016,00032,2024/03/17,5,450
00552,00419,00260,00066,2024/03/11,6,600
00553,00455,00163,00065,2024/08/30,8,560
00554,00206,00151,00051,2024/10/10,6,360
00555,00644,00076,00063,2024/02/27,5,500
00556,00015,00063,00033,2024/05/06,9,810
00557,00269,00128,00097,2024/09/14,5,350
00558,00533,00096,00069,2024/08/26,6,540
00559,00547,00300,00018,2024/09/07,7,350
00560,00034,00231,00018,2024/12/02,6,180
00561,00395,00176,00010,2024/06/22,2,100
00562,00704,00053,00066,2024/03/12,4,320
00563,00887,00192,00035,2024/07/30,1,90
00564,00614,00146,00099,2024/08/21,3,150
00565,00393,00076,00063,2024/07/28,2,120
00566,00029,00293,00030,2024/09/05,5,500
00567,00029,00237,00001,2024/06/08,3,300
00568,00993,00185,00012,2024/12/07,3,300
00569,00390,00198,00028,2024/06/07,10,600
00570,00551,00165,00097,2024/09/18,7,560
00571,00898,00200,00087,2024/03/31,3,300
00572,00841,00051,00001,2024/06/27,5,250
00573,00368,00288,00087,2024/10/01,3,270
00574,00785,00154,00031,2024/04/22,5,450
00575,00359,00003,00008,2024/05/19,3,150
00576,00575,00175,00037,2024/08/28,2,180
00577,00623,00147,00009,2024/05/29,4,400
00578,00666,00299,00047,2024/06/14,5,450
00579,00537,00195,00069,2024/05/19,10,700
00580,00382,00117,00006,2024/04/02,8,240
00581,00101,00224,00027,2024/11/25,2,60
00582,00652,00021,00079,2024/04/06,4,120
00583,00424,00085,00088,2024/09/08,4,160
00584,00929,00199,00063,2024/03/08,9,270
00585,00896,00200,00087,2024/05/16,3,120
00586,00042,00090,00040,2024/11/09,8,640
00587,00866,00089,00020,2024/05/10,2,160
00588,00867,00255,00056,2024/08/23,8,400
00589,00160,00022,00073,2024/12/07,9,270
00590,00024,00265,00070,2024/01/27,10,600
00591,00319,00006,00074,2024/02/03,2,200
00592,00144,00244,00070,2024/11/03,1,90
00593,00936,00035,00072,2024/01/25,5,300
00594,00051,00223,00039,2024/09/13,2,120
00595,00552,00166,00068,2024/12/12,4,400
00596,00168,00079,00090,2024/05/18,8,640
00597,00410,00081,00055,2024/07/07,10,700
00598,00323,00224,00027,2024/12/07,5,300
00599,00937,00240,00051,2024/11/02,9,270
00600,00799,00016,00032,2024/07/05,9,720
00601,00084,00232,00043,2024/02/18,8,720
00602,00655,00223,00039,2024/03/30,6,180
00603,00392,00278,00022,2024/10/08,9,540
00604,00142,00166,00068,2024/04/24,6,420
