CustomerEligibilityID,ProductPrice,Date,ProductID,CustomerID,ProductQuantity,TotalSales
00044,30,2024/12/20,00156,00642,3,90
00045,60,2024/11/15,00009,00908,11,660
00046,80,2024/01/28,00298,00935,7,560
00047,50,2024/10/29,00092,00024,5,250
00048,70,2024/03/10,00133,00734,3,210
00049,30,2024/06/11,00072,00949,10,300
00050,60,2024/10/25,00299,00624,5,300
00051,60,2024/07/01,00084,00344,11,660
00052,70,2024/07/25,00063,00713,6,420
00053,70,2024/07/30,00097,00340,9,630
00054,90,2024/09/14,00075,00521,6,540
00055,30,2024/01/01,00056,00496,10,300
00056,70,2024/02/03,00178,00542,8,560
00057,30,2024/03/20,00236,00151,8,240
00058,30,2024/01/25,00091,00293,8,240
00059,50,2024/08/11,00190,00655,8,400
00060,70,2024/09/11,00082,00611,4,280
00061,50,2024/10/09,00220,00202,12,600
00062,40,2024/01/07,00150,00129,11,440
00063,80,2024/11/14,00109,00549,6,480
00064,90,2024/02/10,00164,00362,7,630
00065,80,2024/08/11,00157,00726,9,720
00066,90,2024/10/10,00296,00034,6,540
00067,30,2024/03/23,00092,00270,9,270
00068,30,2024/06/03,00286,00597,9,270
00069,80,2024/06/14,00051,00300,7,560
00070,50,2024/03/30,00142,00054,5,250
00071,50,2024/04/28,00141,00070,7,350
00072,30,2024/05/25,00020,00258,5,150
00073,100,2024/04/01,00040,00381,9,900
00074,50,2024/06/16,00241,00623,11,550
00075,60,2024/07/01,00191,00576,13,780
00076,90,2024/04/19,00269,00388,5,450
00077,30,2024/09/01,00287,00399,11,330
00078,60,2024/07/31,00128,00521,9,540
00079,80,2024/07/30,00054,00886,4,320
00080,80,2024/03/30,00273,00028,5,400
00081,100,2024/09/05,00178,00969,4,400
00082,60,2024/09/24,00198,00556,3,180
00083,50,2024/12/10,00122,00035,7,350
00084,70,2024/09/30,00022,00305,3,210
00085,70,2024/02/22,00273,00718,6,420
00086,50,2024/04/19,00060,00019,7,350
00087,60,2024/07/22,00174,00369,10,600
00088,40,2024/06/03,00005,00201,3,120
00089,70,2024/03/14,00157,00137,7,490
00090,70,2024/11/26,00261,00018,5,350
00091,40,2024/05/09,00276,00402,3,120
00092,100,2024/07/06,00238,00444,7,700
00093,80,2024/01/12,00293,00328,5,400
00094,90,2024/08/19,00237,00922,14,1260
00095,60,2024/12/15,00070,00658,8,480
00096,90,2024/12/15,00162,00113,10,900
00097,100,2024/04/06,00297,00524,6,600
00098,60,2024/12/14,00072,00530,4,240
00099,40,2024/06/25,00161,00641,8,320
00100,30,2024/09/13,00145,00462,13,390
00101,60,2024/12/14,00078,00711,11,660
00102,100,2024/06/16,00191,00928,8,800
00103,90,2024/01/30,00006,00696,11,990
00104,30,2024/12/06,00217,00648,5,150
00105,40,2024/11/17,00101,00404,12,480
00106,30,2024/04/26,00241,00987,9,270
00107,40,2024/12/28,00039,00512,10,400
00108,40,2024/01/06,00066,00548,8,320
00109,60,2024/10/25,00169,00230,5,300
00110,90,2024/05/03,00147,00551,10,900
00111,60,2024/12/03,00252,00944,11,660
00112,30,2024/08/13,00201,00639,10,300
00113,50,2024/12/18,00263,00494,6,300
00114,40,2024/07/21,00291,00430,6,240
00115,70,2024/06/09,00020,00985,12,840
00116,100,2024/09/29,00215,00425,10,1000
00117,80,2024/07/12,00298,00842,4,320
00118,30,2024/11/21,00049,00190,8,240
00119,100,2024/12/02,00203,00538,8,800
00120,90,2024/06/08,00013,00533,5,450
00121,70,2024/03/04,00197,00117,6,420
00122,60,2024/03/20,00062,00927,6,360
00123,50,2024/08/16,00018,00439,6,300
00124,80,2024/12/21,00139,00291,13,1040
00125,100,2024/03/24,00146,00970,7,700
00126,100,2024/06/05,00081,00443,10,1000
00127,100,2024/02/14,00111,00255,6,600
00128,80,2024/09/14,00063,00648,2,160
00129,40,2024/02/25,00294,00877,7,280
00130,50,2024/07/18,00167,00713,4,200
00131,90,2024/05/02,00203,00142,7,630
00132,60,2024/12/13,00281,00445,13,780
00133,100,2024/06/01,00243,00764,12,1200
00134,50,2024/08/31,00050,00447,11,550
00135,80,2024/08/25,00051,00099,5,400
00136,40,2024/11/24,00240,00530,5,200
00137,70,2024/06/01,00076,00784,8,560
00138,100,2024/08/01,00103,00898,5,500
00139,100,2024/03/29,00048,00928,9,900
00140,70,2024/02/07,00032,00748,6,420
00141,90,2024/12/08,00293,00137,9,810
00142,30,2024/01/25,00140,00679,11,330
00143,90,2024/01/08,00018,00726,9,810
00144,90,2024/05/20,00239,00765,8,720
00145,40,2024/12/15,00207,00216,9,360
00146,90,2024/12/07,00186,00630,6,540
00147,30,2024/03/08,00240,00341,5,150
00148,40,2024/04/19,00011,00948,7,280
00149,30,2024/03/12,00109,00296,10,300
00150,50,2024/05/19,00290,00293,14,700
00151,30,2024/08/15,00105,00314,7,210
00152,70,2024/06/15,00123,00325,12,840
00153,70,2024/06/17,00183,00202,7,490
00154,90,2024/06/11,00094,00993,4,360
00155,80,2024/08/04,00262,00221,8,640
00156,60,2024/02/12,00027,00302,4,240
00157,40,2024/02/08,00063,00616,9,360
00158,50,2024/11/08,00217,00397,5,250
00159,90,2024/01/09,00146,00245,6,540
00160,90,2024/05/06,00049,00718,6,540
00161,90,2024/01/02,00017,00532,12,1080
00162,100,2024/04/07,00257,00883,8,800
00163,90,2024/05/17,00207,00283,10,900
00164,100,2024/01/16,00059,00874,4,400
00165,40,2024/04/23,00008,00085,6,240
00166,100,2024/12/10,00013,00189,3,300
00167,50,2024/03/22,00038,00741,5,250
00168,60,2024/11/08,00085,00918,5,300
00169,90,2024/02/07,00189,00525,4,360
00170,40,2024/08/27,00220,00201,8,320
00171,70,2024/12/18,00056,00807,8,560
00172,40,2024/09/02,00071,00460,7,280
00173,100,2024/02/18,00295,00631,7,700
00174,30,2024/10/03,00165,00509,8,240
00175,30,2024/03/15,00022,00804,11,330
00176,70,2024/06/30,00133,00564,7,490
00177,60,2024/11/22,00125,00220,12,720
00178,80,2024/01/01,00013,00082,8,640
00179,80,2024/03/28,00210,00127,6,480
00180,60,2024/11/19,00282,00566,7,420
00181,60,2024/07/20,00103,00115,6,360
00182,60,2024/10/25,00206,00330,8,480
00183,70,2024/10/11,00242,00562,13,910
00184,70,2024/03/29,00125,00478,12,840
00185,60,2024/06/12,00191,00576,4,240
00186,80,2024/08/02,00110,00117,13,1040
00187,60,2024/06/30,00162,00034,7,420
00188,70,2024/12/20,00272,00734,11,770
00189,80,2024/03/28,00071,00773,9,720
00190,90,2024/06/21,00034,00492,10,900
00191,30,2024/01/11,00204,00900,11,330
00192,40,2024/10/31,00071,00897,7,280
00193,90,2024/08/07,00238,00103,11,990
00194,40,2024/03/14,00255,00415,10,400
00195,30,2024/05/01,00069,00777,5,150
00196,70,2024/05/08,00261,00789,8,560
00197,30,2024/07/22,00179,00816,14,420
00198,60,2024/02/06,00201,00764,4,240
00199,70,2024/07/13,00133,00674,11,770
00200,70,2024/07/19,00176,00473,6,420
00201,30,2024/06/20,00091,00423,4,120
00202,40,2024/10/29,00135,00441,5,200
00203,70,2024/07/25,00201,00112,7,490
00204,40,2024/01/20,00111,00690,9,360
00205,50,2024/11/22,00018,00120,8,400
00206,50,2024/01/15,00162,00944,3,150
00207,80,2024/06/11,00083,00335,4,320
00208,60,2024/08/16,00199,00711,11,660
00209,100,2024/11/18,00038,00772,3,300
00210,90,2024/03/18,00097,00239,6,540
00211,100,2024/11/23,00117,00039,14,1400
00212,40,2024/12/24,00082,00120,13,520
00213,80,2024/08/14,00118,00397,8,640
00214,30,2024/11/18,00298,00153,13,390
00215,70,2024/02/16,00190,00688,7,490
00216,60,2024/02/04,00272,00679,11,660
00217,100,2024/01/12,00180,00447,8,800
00218,30,2024/05/26,00037,00636,2,60
00219,90,2024/07/08,00167,00759,9,810
00220,80,2024/08/11,00136,00702,12,960
00221,90,2024/10/20,00196,00236,9,810
00222,80,2024/03/29,00173,00459,8,640
00223,80,2024/06/15,00132,00396,12,960
00224,100,2024/09/30,00115,00539,12,1200
00225,50,2024/06/17,00083,00356,9,450
00226,80,2024/12/09,00275,00877,9,720
00227,40,2024/02/08,00093,00547,14,560
00228,100,2024/09/14,00247,00944,8,800
00229,80,2024/07/07,00147,00579,13,1040
00230,50,2024/02/25,00095,00052,10,500
00231,100,2024/06/14,00143,00140,12,1200
00232,90,2024/03/25,00013,00865,9,810
00233,90,2024/12/31,00044,00778,14,1260
00234,50,2024/10/11,00142,00582,8,400
00235,40,2024/04/01,00216,00691,5,200
00236,90,2024/12/23,00177,00010,9,810
00237,100,2024/08/06,00137,00392,14,1400
00238,50,2024/11/09,00176,00363,9,450
00239,60,2024/01/01,00021,00835,12,720
00240,70,2024/01/29,00177,00536,8,560
00241,80,2024/03/16,00228,00445,9,720
00242,90,2024/12/11,00193,00181,9,810
00243,70,2024/02/08,00182,00989,7,490
00244,100,2024/05/11,00004,00630,10,1000
00245,70,2024/04/08,00045,00562,14,980
00246,50,2024/08/14,00261,00797,10,500
00247,90,2024/05/22,00161,00109,14,1260
00248,50,2024/12/07,00276,00363,9,450
00249,90,2024/06/17,00126,00706,8,720
00250,60,2024/03/10,00125,00607,9,540
00251,40,2024/08/27,00156,00058,11,440
00252,90,2024/05/23,00243,00075,4,360
00253,30,2024/07/26,00005,00261,5,150
00254,50,2024/01/13,00092,00390,8,400
00255,90,2024/08/22,00031,00733,10,900
00256,90,2024/05/09,00129,00464,15,1350
00257,40,2024/11/18,00245,00387,3,120
00258,60,2024/05/14,00215,00850,9,540
00259,50,2024/10/11,00204,00993,7,350
00260,60,2024/03/05,00006,00149,6,360
00261,40,2024/02/15,00144,00857,10,400
00262,90,2024/06/07,00036,00387,14,1260
00263,60,2024/01/26,00042,00179,10,600
00264,80,2024/04/28,00253,00505,11,880
00265,40,2024/03/14,00039,00345,14,560
00266,80,2024/01/18,00094,00008,8,640
00267,90,2024/06/01,00283,00451,8,720
00268,70,2024/07/22,00145,00358,2,140
00269,80,2024/07/02,00191,00684,12,960
00270,90,2024/03/12,00203,00864,11,990
00271,100,2024/08/16,00282,00883,8,800
00272,60,2024/03/20,00272,00489,7,420
00273,90,2024/12/08,00296,00797,9,810
00274,50,2024/01/25,00088,00880,11,550
00275,70,2024/10/10,00005,00571,8,560
00276,60,2024/05/08,00178,00792,7,420
00277,80,2024/09/13,00120,00251,3,240
00278,80,2024/05/15,00076,00004,7,560
00279,100,2024/05/13,00017,00161,6,600
00280,50,2024/10/18,00161,00189,8,400
00281,100,2024/05/30,00031,00003,6,600
00282,70,2024/03/16,00200,00084,7,490
00283,80,2024/09/24,00202,00247,4,320
00284,50,2024/06/05,00202,00586,11,550
00285,80,2024/07/17,00062,00268,7,560
00286,80,2024/02/21,00262,00259,7,560
00287,60,2024/05/05,00286,00186,6,360
00288,70,2024/08/19,00073,00681,13,910
00289,80,2024/03/15,00271,00747,11,880
00290,60,2024/08/16,00279,00959,7,420
00291,30,2024/02/02,00048,00545,4,120
00292,90,2024/02/22,00001,00374,8,720
00293,80,2024/09/16,00138,00138,8,640
00294,30,2024/04/20,00149,00282,6,180
00295,80,2024/03/06,00060,00138,10,800
00296,90,2024/10/09,00215,00273,10,900
00297,70,2024/10/04,00243,00395,8,560
00298,90,2024/06/26,00142,00265,9,810
00299,80,2024/09/06,00232,00756,9,720
00300,50,2024/07/23,00167,00314,11,550
00301,70,2024/02/02,00140,00010,13,910
00302,40,2024/08/11,00020,00362,11,440
00303,100,2024/12/10,00182,00531,6,600
00304,80,2024/04/09,00245,00937,7,560
00305,80,2024/06/10,00204,00465,11,880
00306,60,2024/11/07,00182,00991,4,240
00307,60,2024/03/04,00032,00212,11,660
00308,70,2024/04/12,00039,00335,8,560
00309,100,2024/09/11,00083,00242,4,400
00310,100,2024/12/11,00058,00941,5,500
00311,70,2024/11/22,00221,00711,10,700
00312,90,2024/10/05,00125,00613,13,1170
00313,50,2024/05/28,00118,00078,6,300
00314,30,2024/01/19,00147,00235,10,300
00315,100,2024/05/27,00123,00297,6,600
00316,90,2024/04/22,00105,00257,7,630
00317,90,2024/11/13,00256,00335,10,900
00318,90,2024/01/01,00173,00766,8,720
00319,80,2024/10/19,00262,00962,9,720
00320,50,2024/04/24,00178,00300,6,300
00321,40,2024/11/07,00041,00731,5,200
00322,90,2024/06/08,00157,00019,6,540
00323,50,2024/10/03,00257,00689,4,200
00324,70,2024/12/17,00048,00874,9,630
00325,60,2024/04/27,00082,00473,11,660
00326,40,2024/06/28,00271,00390,3,120
00327,30,2024/09/15,00218,00894,6,180
00328,90,2024/10/23,00105,00139,12,1080
00329,80,2024/03/12,00117,00975,11,880
00330,70,2024/12/05,00140,00725,13,910
00331,30,2024/09/06,00039,00792,4,120
00332,90,2024/04/08,00113,00491,13,1170
00333,50,2024/12/20,00219,00883,9,450
00334,100,2024/05/08,00255,00462,9,900
00335,100,2024/11/27,00173,00543,5,500
00336,40,2024/11/18,00105,00355,7,280
00337,80,2024/03/12,00120,00267,3,240
00338,30,2024/06/18,00115,00155,5,150
00339,30,2024/03/10,00009,00465,14,420
00340,60,2024/10/02,00106,00239,8,480
00341,70,2024/11/23,00008,00799,12,840
00342,60,2024/11/05,00119,00175,9,540
00343,30,2024/06/03,00133,00409,5,150
00344,70,2024/01/08,00249,00304,7,490
00345,50,2024/10/19,00137,00052,3,150
00346,70,2024/10/22,00089,00045,6,420
00347,80,2024/12/15,00121,00551,10,800
00348,30,2024/07/12,00233,00084,4,120
00349,30,2024/11/21,00046,00048,14,420
00350,50,2024/07/21,00235,00579,3,150
00351,60,2024/06/09,00075,00294,12,720
00352,50,2024/10/04,00218,00873,13,650
00353,80,2024/08/20,00118,00072,13,1040
00354,40,2024/09/22,00019,00152,7,280
00355,70,2024/05/25,00045,00768,4,280
00356,80,2024/04/06,00284,00581,10,800
00357,70,2024/04/01,00096,00372,4,280
00358,100,2024/04/11,00155,00173,11,1100
00359,50,2024/07/05,00059,00462,13,650
00360,100,2024/07/13,00111,00956,11,1100
00361,40,2024/04/12,00092,00354,8,320
00362,80,2024/03/08,00147,00503,6,480
00363,60,2024/02/29,00225,00718,5,300
00364,60,2024/10/14,00194,00583,9,540
00365,60,2024/01/11,00231,00867,12,720
00366,40,2024/05/16,00067,00105,13,520
00367,70,2024/05/21,00230,00445,13,910
00368,100,2024/10/09,00215,00004,9,900
00369,50,2024/11/19,00271,00542,11,550
00370,80,2024/11/15,00265,00435,7,560
00371,100,2024/01/02,00150,00301,9,900
00372,90,2024/07/01,00287,00218,13,1170
00373,30,2024/08/07,00008,00309,9,270
00374,100,2024/10/26,00011,00559,10,1000
00375,100,2024/10/24,00095,00193,9,900
00376,80,2024/10/10,00051,00323,9,720
00377,100,2024/08/10,00211,00844,10,1000
00378,100,2024/06/13,00126,00821,14,1400
00379,80,2024/08/21,00263,00010,4,320
00380,30,2024/09/27,00227,00908,4,120
00381,50,2024/05/20,00003,00478,12,600
00382,80,2024/11/04,00109,00280,3,240
00383,70,2024/10/31,00206,00076,3,210
00384,50,2024/07/08,00243,00582,9,450
00385,60,2024/11/23,00080,00935,12,720
00386,60,2024/09/11,00067,00178,15,900
00387,40,2024/11/12,00224,00178,12,480
00388,70,2024/09/30,00249,00657,10,700
00389,70,2024/10/19,00121,00182,7,490
00390,70,2024/11/09,00085,00240,4,280
00391,50,2024/03/04,00151,00593,6,300
00392,60,2024/03/28,00027,00069,12,720
00393,100,2024/02/28,00024,00960,4,400
00394,80,2024/05/24,00152,00567,7,560
00395,100,2024/07/16,00092,00562,4,400
00396,60,2024/10/16,00216,00320,6,360
00397,40,2024/08/11,00155,00811,10,400
00398,80,2024/02/09,00165,00736,12,960
00399,50,2024/07/29,00149,00631,8,400
00400,70,2024/05/17,00152,00874,9,630
00401,60,2024/12/22,00045,00866,8,480
00402,90,2024/04/21,00062,00245,10,900
00403,70,2024/06/02,00267,00426,8,560
00404,90,2024/10/13,00043,00369,9,810
00405,100,2024/10/18,00150,00111,5,500
00406,40,2024/09/12,00080,00980,9,360
00407,100,2024/03/17,00020,00957,12,1200
00408,90,2024/04/16,00100,00883,4,360
00409,100,2024/02/13,00047,00238,12,1200
00410,70,2024/10/22,00170,00804,12,840
00411,80,2024/10/31,00292,00892,5,400
00412,80,2024/11/27,00287,00109,8,640
00413,70,2024/05/15,00232,00087,5,350
00414,50,2024/03/26,00051,00620,11,550
00415,50,2024/01/05,00001,00071,7,350
00416,30,2024/01/09,00177,00898,9,270
00417,50,2024/08/21,00035,00517,9,450
00418,60,2024/04/07,00046,00712,11,660
00419,70,2024/07/26,00073,00807,7,490
00420,50,2024/07/07,00042,00891,9,450
00421,90,2024/01/01,00174,00065,12,1080
00422,70,2024/08/03,00108,00344,12,840
00423,100,2024/09/19,00135,00599,12,1200
00424,30,2024/11/01,00272,00364,8,240
00425,40,2024/06/21,00262,00154,3,120
00426,60,2024/02/25,00098,00649,10,600
00427,100,2024/01/12,00183,00659,7,700
00428,90,2024/06/13,00219,00502,7,630
00429,40,2024/08/18,00028,00365,14,560
00430,100,2024/10/14,00289,00489,10,1000
00431,70,2024/01/17,00165,00454,5,350
00432,80,2024/10/31,00138,00476,10,800
00433,40,2024/07/01,00118,00423,11,440
00434,50,2024/09/28,00155,00093,7,350
00435,30,2024/09/30,00141,00376,7,210
00436,40,2024/09/08,00152,00973,12,480
00437,60,2024/10/07,00221,00368,7,420
00438,50,2024/02/24,00139,00681,4,200
00439,40,2024/07/17,00234,00597,11,440
00440,60,2024/11/23,00275,00291,6,360
00441,40,2024/06/27,00248,00531,9,360
00442,60,2024/06/11,00278,00362,4,240
00443,80,2024/10/24,00152,00043,7,560
00444,60,2024/10/06,00210,00558,12,720
00445,100,2024/07/17,00041,00974,12,1200
00446,50,2024/06/19,00243,00790,12,600
00447,40,2024/12/04,00137,00866,13,520
00448,90,2024/10/10,00221,00037,7,630
00449,100,2024/07/19,00096,00001,6,600
00450,40,2024/09/23,00030,00727,12,480
00451,70,2024/03/31,00249,00500,10,700
00452,90,2024/10/17,00140,00964,8,720
00453,70,2024/08/09,00274,00430,3,210
00454,90,2024/12/03,00213,00563,13,1170
00455,100,2024/03/03,00157,00318,12,1200
00456,50,2024/03/09,00017,00862,11,550
00457,30,2024/01/07,00295,00946,5,150
00458,60,2024/03/05,00284,00999,10,600
00459,100,2024/08/07,00166,00172,8,800
00460,90,2024/03/09,00295,00395,7,630
00461,30,2024/11/12,00106,00039,8,240
00462,60,2024/07/25,00194,00450,14,840
00463,60,2024/09/03,00242,00496,8,480
00464,80,2024/03/13,00089,00249,11,880
00465,90,2024/08/12,00039,00869,8,720
00466,60,2024/04/27,00095,00038,12,720
00467,30,2024/06/24,00299,00434,11,330
00468,30,2024/03/16,00109,00307,12,360
00469,50,2024/08/04,00089,00943,10,500
00470,30,2024/06/12,00234,00501,11,330
00471,70,2024/04/30,00206,00577,12,840
00472,30,2024/11/27,00005,00269,5,150
00473,30,2024/01/07,00001,00989,5,150
00474,90,2024/01/31,00296,00696,12,1080
00475,100,2024/01/24,00098,00980,8,800
00476,50,2024/07/03,00165,00103,15,750
00477,100,2024/06/27,00284,00855,5,500
00478,50,2024/05/31,00080,00598,6,300
00479,50,2024/12/04,00056,00597,6,300
00480,30,2024/08/05,00224,00499,5,150
00481,50,2024/06/03,00056,00429,5,250
00482,30,2024/09/24,00097,00275,9,270
00483,30,2024/08/18,00298,00145,2,60
00484,70,2024/09/01,00172,00187,8,560
00485,50,2024/10/26,00020,00180,5,250
00486,70,2024/01/01,00265,00645,14,980
00487,70,2024/04/13,00031,00381,10,700
00488,90,2024/12/16,00260,00036,13,1170
00489,80,2024/07/11,00219,00023,8,640
00490,70,2024/05/06,00259,00131,6,420
00491,70,2024/01/13,00175,00803,5,350
00492,40,2024/09/09,00094,00231,4,160
00493,60,2024/02/07,00209,00770,8,480
00494,60,2024/11/06,00207,00137,9,540
00495,90,2024/01/01,00135,00630,6,540
00496,80,2024/04/11,00146,00741,9,720
00497,90,2024/02/09,00245,00217,13,1170
00498,40,2024/11/14,00023,00947,7,280
00499,100,2024/02/19,00102,00002,10,1000
00500,50,2024/09/09,00054,00985,11,550
00501,60,2024/10/25,00163,00171,7,420
00502,40,2024/07/20,00086,00712,2,80
00503,40,2024/09/26,00263,00294,12,480
00504,90,2024/03/23,00007,00723,8,720
00505,50,2024/09/15,00230,00089,15,750
00506,90,2024/10/24,00130,00125,9,810
00507,70,2024/11/04,00089,00803,13,910
00508,40,2024/05/09,00273,00211,12,480
00509,40,2024/01/09,00276,00768,2,80
00510,60,2024/03/26,00166,00303,4,240
00511,30,2024/11/21,00128,00101,9,270
00512,40,2024/06/13,00227,00888,9,360
00513,40,2024/07/01,00136,00967,12,480
00514,50,2024/08/30,00264,00761,10,500
00515,40,2024/03/18,00121,00497,9,360
00516,90,2024/03/30,00267,00413,4,360
00517,30,2024/09/16,00246,00002,15,450
00518,80,2024/01/01,00009,00622,5,400
00519,90,2024/03/14,00245,00546,7,630
00520,70,2024/09/30,00006,00261,7,490
00521,80,2024/07/27,00220,00407,13,1040
00522,50,2024/01/10,00075,00005,15,750
00523,80,2024/07/12,00201,00453,4,320
00524,40,2024/03/24,00188,00851,10,400
00525,30,2024/06/06,00220,00477,4,120
00526,100,2024/06/12,00201,00307,8,800
00527,80,2024/03/15,00078,00351,11,880
00528,100,2024/06/28,00110,00430,7,700
00529,100,2024/09/06,00211,00398,7,700
00530,50,2024/03/27,00153,00373,5,250
00531,80,2024/01/21,00265,00401,10,800
00532,80,2024/04/22,00006,00424,10,800
00533,70,2024/05/06,00173,00220,15,1050
00534,40,2024/06/04,00236,00908,5,200
00535,60,2024/06/13,00126,00513,6,360
00536,80,2024/03/16,00084,00034,8,640
00537,60,2024/06/15,00121,00977,9,540
00538,50,2024/07/12,00289,00533,15,750
00539,100,2024/08/01,00032,00832,5,500
00540,70,2024/08/25,00116,00701,11,770
00541,100,2024/09/10,00122,00360,6,600
00542,80,2024/07/29,00195,00737,11,880
00543,80,2024/08/13,00110,00621,5,400
00544,30,2024/06/26,00116,00616,9,270
00545,70,2024/06/27,00262,00464,8,560
00546,100,2024/05/23,00217,00918,8,800
00547,100,2024/09/05,00243,00466,9,900
00548,70,2024/12/09,00075,00716,11,770
00549,30,2024/01/01,00001,00755,13,390
00550,60,2024/09/16,00062,00056,5,300
00551,90,2024/03/17,00016,00460,6,540
00552,100,2024/03/04,00260,00419,8,800
00553,70,2024/08/26,00163,00455,13,910
00554,60,2024/10/04,00151,00206,11,660
00555,100,2024/02/13,00076,00644,6,600
00556,90,2024/04/26,00063,00015,14,1260
00557,70,2024/09/10,00128,00269,7,490
00558,90,2024/08/13,00096,00533,7,630
00559,50,2024/08/31,00300,00547,12,600
00560,30,2024/12/01,00231,00034,11,330
00561,50,2024/06/17,00176,00395,4,200
00562,80,2024/03/01,00053,00704,8,640
00563,90,2024/07/24,00192,00887,6,540
00564,50,2024/08/20,00146,00614,4,200
00565,60,2024/07/18,00076,00393,4,240
00566,100,2024/08/30,00293,00029,9,900
00567,100,2024/05/28,00237,00029,8,800
00568,100,2024/11/30,00185,00993,7,700
00569,60,2024/06/05,00198,00390,12,720
00570,80,2024/09/05,00165,00551,8,640
00571,100,2024/03/28,00200,00898,4,400
00572,50,2024/06/24,00051,00841,9,450
00573,90,2024/09/22,00288,00368,6,540
00574,90,2024/04/18,00154,00785,7,630
00575,50,2024/05/12,00003,00359,5,250
00576,90,2024/08/18,00175,00575,5,450
00577,100,2024/05/22,00147,00623,7,700
00578,90,2024/06/05,00299,00666,9,810
00579,70,2024/05/10,00195,00537,13,910
00580,30,2024/03/23,00117,00382,9,270
00581,30,2024/11/12,00224,00101,3,90
00582,30,2024/03/27,00021,00652,9,270
00583,40,2024/08/30,00085,00424,6,240
00584,30,2024/02/27,00199,00929,12,360
00585,40,2024/05/03,00200,00896,6,240
00586,80,2024/10/31,00090,00042,13,1040
00587,80,2024/05/10,00089,00866,7,560
00588,50,2024/08/09,00255,00867,11,550
00589,30,2024/11/28,00022,00160,10,300
00590,60,2024/01/20,00265,00024,14,840
00591,100,2024/01/23,00006,00319,3,300
00592,90,2024/11/02,00244,00144,4,360
00593,60,2024/01/21,00035,00936,7,420
00594,60,2024/09/11,00223,00051,7,420
00595,100,2024/12/12,00166,00552,6,600
00596,80,2024/05/04,00079,00168,12,960
00597,70,2024/07/05,00081,00410,11,770
00598,60,2024/11/27,00224,00323,10,600
00599,30,2024/10/23,00240,00937,14,420
00600,80,2024/07/05,00016,00799,11,880
00601,90,2024/02/18,00232,00084,13,1170
00602,30,2024/03/24,00223,00655,10,300
00603,60,2024/10/06,00278,00392,14,840
00604,70,2024/04/23,00166,00142,9,630
00605,30,2024/07/14,00037,00400,7,210
00606,50,2024/05/07,00247,00528,10,500
00607,90,2024/10/12,00064,00301,2,180
00608,90,2024/11/20,00135,00446,13,1170
00609,80,2024/10/25,00156,00782,7,560
00610,30,2024/11/11,00029,00777,8,240
00611,60,2024/07/10,00268,00032,9,540
00612,100,2024/08/06,00046,00368,15,1500
00613,30,2024/01/01,00185,00425,11,330
00614,30,2024/07/12,00190,00201,11,330
00615,40,2024/03/04,00089,00840,13,520
00616,50,2024/01/03,00178,00584,11,550
00617,70,2024/07/23,00299,00860,15,1050
00618,50,2024/10/01,00282,00124,6,300
00619,70,2024/02/21,00236,00829,7,490
00620,30,2024/09/11,00271,00500,4,120
00621,40,2024/09/29,00209,00045,9,360
00622,40,2024/09/10,00141,00804,10,400
00623,70,2024/06/19,00154,00192,7,490
00624,100,2024/11/10,00037,00399,6,600
00625,70,2024/12/17,00066,00514,8,560
00626,30,2024/04/06,00192,00361,6,180
00627,80,2024/08/12,00106,00503,5,400
00628,30,2024/11/25,00128,00500,7,210
00629,70,2024/10/09,00280,00758,10,700
