SupplierEvaluationID,SuppliedQuantity,ProductID,TimeID,SupplerID
00172,150,00172,2024/03/01,00006
00173,250,00173,2024/03/01,00026
00174,50,00174,2024/03/01,00041
00175,150,00175,2024/03/01,00037
00176,250,00176,2024/03/01,00010
00177,50,00177,2024/03/01,00038
00178,50,00178,2024/03/01,00008
00179,50,00179,2024/03/01,00091
00180,50,00180,2024/03/01,00065
00181,50,00181,2024/03/01,00074
00182,50,00182,2024/03/01,00097
00183,50,00183,2024/03/01,00068
00184,50,00184,2024/03/01,00002
00185,50,00185,2024/03/01,00012
00186,250,00186,2024/03/01,00077
00187,50,00187,2024/03/01,00078
00188,50,00188,2024/03/01,00058
00189,50,00189,2024/03/01,00006
00190,150,00190,2024/03/01,00026
00191,50,00191,2024/03/01,00041
00192,50,00192,2024/03/01,00035
00193,50,00193,2024/03/01,00082
00194,50,00194,2024/03/01,00092
00195,50,00195,2024/03/01,00069
00196,50,00196,2024/03/01,00007
00197,50,00197,2024/03/01,00019
00198,150,00198,2024/03/01,00028
00199,50,00199,2024/03/01,00063
00200,150,00200,2024/03/01,00087
00201,150,00201,2024/03/01,00021
00202,50,00202,2024/03/01,00025
00203,150,00203,2024/03/01,00083
00204,50,00204,2024/03/01,00096
00205,50,00205,2024/03/01,00030
00206,150,00206,2024/03/01,00071
00207,250,00207,2024/03/01,00059
00208,50,00208,2024/03/01,00075
00209,50,00209,2024/03/01,00084
00210,50,00210,2024/03/01,00089
00211,50,00211,2024/03/01,00067
00212,50,00212,2024/03/01,00081
00213,50,00213,2024/03/01,00092
00214,50,00214,2024/03/01,00011
00215,50,00215,2024/03/01,00090
00216,150,00216,2024/03/01,00048
00217,250,00217,2024/03/01,00055
00218,150,00218,2024/03/01,00045
00219,250,00219,2024/03/01,00034
00220,50,00220,2024/03/01,00049
00221,50,00221,2024/03/01,00088
00222,250,00222,2024/03/01,00052
00223,50,00223,2024/03/01,00039
00224,150,00224,2024/03/01,00027
00225,50,00225,2024/03/01,00071
00226,250,00226,2024/03/01,00059
00227,50,00227,2024/03/01,00075
00228,50,00228,2024/03/01,00013
00229,50,00229,2024/03/01,00014
00230,150,00230,2024/03/01,00047
00231,50,00231,2024/03/01,00018
00232,50,00232,2024/03/01,00043
00233,150,00233,2024/03/01,00062
00234,50,00234,2024/03/01,00056
00235,250,00235,2024/03/01,00099
00236,50,00236,2024/03/01,00009
00237,50,00237,2024/03/01,00001
00238,150,00238,2024/03/01,00024
00239,50,00239,2024/03/01,00066
00240,250,00240,2024/03/01,00051
00241,150,00241,2024/03/01,00072
00242,150,00242,2024/03/01,00098
00243,50,00243,2024/03/01,00031
00244,50,00244,2024/03/01,00070
00245,50,00245,2024/03/01,00005
00246,50,00246,2024/03/01,00100
00247,50,00247,2024/03/01,00080
00248,50,00248,2024/03/01,00042
00249,50,00249,2024/03/01,00033
00250,150,00250,2024/03/01,00046
00251,50,00251,2024/03/01,00017
00252,250,00252,2024/03/01,00016
00253,50,00253,2024/03/01,00043
00254,50,00254,2024/03/01,00062
00255,50,00255,2024/03/01,00056
00256,50,00256,2024/03/01,00099
00257,50,00257,2024/03/01,00009
00258,50,00258,2024/03/01,00001
00259,50,00259,2024/03/01,00024
00260,50,00260,2024/03/01,00066
00261,50,00261,2024/03/01,00051
00262,150,00262,2024/03/01,00072
00263,50,00263,2024/03/01,00098
00264,50,00264,2024/03/01,00031
00265,50,00265,2024/03/01,00070
00266,150,00266,2024/03/01,00005
00267,50,00267,2024/03/01,00100
00268,50,00268,2024/03/01,00080
00269,50,00269,2024/03/01,00042
00270,250,00270,2024/03/01,00033
00271,150,00271,2024/03/01,00046
00272,50,00272,2024/03/01,00017
00273,250,00273,2024/03/01,00016
00274,50,00274,2024/03/01,00086
00275,50,00275,2024/03/01,00029
00276,50,00276,2024/03/01,00080
00277,50,00277,2024/03/01,00044
00278,50,00278,2024/03/01,00022
00279,150,00279,2024/03/01,00004
00280,150,00280,2024/03/01,00067
00281,150,00281,2024/03/01,00081
00282,50,00282,2024/03/01,00092
00283,250,00283,2024/03/01,00069
00284,50,00284,2024/03/01,00007
00285,50,00285,2024/03/01,00019
00286,150,00286,2024/03/01,00028
00287,250,00287,2024/03/01,00063
00288,50,00288,2024/03/01,00087
00289,50,00289,2024/03/01,00021
00290,50,00290,2024/03/01,00025
00291,50,00291,2024/03/01,00083
00292,50,00292,2024/03/01,00096
00293,50,00293,2024/03/01,00030
00294,250,00294,2024/03/01,00071
00295,50,00295,2024/03/01,00059
00296,150,00296,2024/03/01,00075
00297,150,00297,2024/03/01,00013
00298,50,00298,2024/03/01,00014
00299,50,00299,2024/03/01,00047
00300,250,00300,2024/03/01,00018
00301,50,00001,2024/06/01,00010
00302,50,00002,2024/06/01,00038
00303,50,00003,2024/06/01,00008
00304,50,00004,2024/06/01,00091
00305,50,00005,2024/06/01,00065
00306,50,00006,2024/06/01,00074
00307,50,00007,2024/06/01,00097
00308,150,00008,2024/06/01,00068
00309,50,00009,2024/06/01,00002
00310,50,00010,2024/06/01,00012
00311,50,00011,2024/06/01,00077
00312,50,00012,2024/06/01,00078
00313,50,00013,2024/06/01,00058
00314,50,00014,2024/06/01,00006
00315,50,00015,2024/06/01,00050
00316,150,00016,2024/06/01,00032
00317,50,00017,2024/06/01,00085
00318,50,00018,2024/06/01,00093
00319,50,00019,2024/06/01,00095
00320,50,00020,2024/06/01,00023
00321,250,00021,2024/06/01,00079
00322,50,00022,2024/06/01,00073
00323,50,00023,2024/06/01,00061
00324,50,00024,2024/06/01,00036
00325,150,00025,2024/06/01,00037
00326,150,00026,2024/06/01,00043
00327,150,00027,2024/06/01,00062
00328,250,00028,2024/06/01,00056
00329,50,00029,2024/06/01,00099
00330,250,00030,2024/06/01,00009
00331,250,00031,2024/06/01,00001
00332,50,00032,2024/06/01,00024
00333,50,00033,2024/06/01,00066
00334,50,00034,2024/06/01,00051
00335,50,00035,2024/06/01,00072
00336,50,00036,2024/06/01,00098
00337,50,00037,2024/06/01,00031
00338,250,00038,2024/06/01,00070
00339,50,00039,2024/06/01,00005
00340,50,00040,2024/06/01,00100
00341,50,00041,2024/06/01,00080
00342,50,00042,2024/06/01,00042
00343,250,00043,2024/06/01,00033
00344,150,00044,2024/06/01,00046
00345,150,00045,2024/06/01,00017
00346,50,00046,2024/06/01,00043
00347,250,00047,2024/06/01,00062
00348,250,00048,2024/06/01,00056
00349,50,00049,2024/06/01,00099
00350,50,00050,2024/06/01,00009
00351,50,00051,2024/06/01,00001
00352,50,00052,2024/06/01,00024
00353,50,00053,2024/06/01,00066
00354,50,00054,2024/06/01,00051
00355,50,00055,2024/06/01,00072
00356,50,00056,2024/06/01,00098
00357,50,00057,2024/06/01,00031
00358,50,00058,2024/06/01,00070
00359,50,00059,2024/06/01,00005
00360,150,00060,2024/06/01,00100
00361,50,00061,2024/06/01,00080
00362,50,00062,2024/06/01,00042
00363,50,00063,2024/06/01,00033
00364,150,00064,2024/06/01,00046
00365,50,00065,2024/06/01,00017
00366,150,00066,2024/06/01,00016
00367,250,00067,2024/06/01,00086
00368,50,00068,2024/06/01,00029
00369,50,00069,2024/06/01,00080
00370,50,00070,2024/06/01,00044
00371,50,00071,2024/06/01,00022
00372,50,00072,2024/06/01,00004
00373,50,00073,2024/06/01,00007
00374,50,00074,2024/06/01,00019
00375,250,00075,2024/06/01,00028
00376,150,00076,2024/06/01,00063
00377,50,00077,2024/06/01,00087
00378,150,00078,2024/06/01,00011
00379,50,00079,2024/06/01,00090
00380,50,00080,2024/06/01,00048
00381,50,00081,2024/06/01,00055
00382,50,00082,2024/06/01,00045
00383,250,00083,2024/06/01,00034
00384,150,00084,2024/06/01,00049
00385,50,00085,2024/06/01,00088
00386,250,00086,2024/06/01,00052
00387,150,00087,2024/06/01,00039
00388,50,00088,2024/06/01,00027
00389,50,00089,2024/06/01,00020
00390,50,00090,2024/06/01,00040
00391,150,00091,2024/06/01,00084
00392,150,00092,2024/06/01,00089
00393,50,00093,2024/06/01,00067
00394,150,00094,2024/06/01,00081
00395,50,00095,2024/06/01,00092
00396,50,00096,2024/06/01,00069
00397,50,00097,2024/06/01,00007
00398,50,00098,2024/06/01,00019
00399,150,00099,2024/06/01,00028
00400,150,00100,2024/06/01,00063
00401,150,00101,2024/06/01,00087
00402,250,00102,2024/06/01,00021
00403,50,00103,2024/06/01,00025
00404,250,00104,2024/06/01,00083
00405,50,00105,2024/06/01,00038
00406,150,00106,2024/06/01,00008
00407,50,00107,2024/06/01,00091
00408,250,00108,2024/06/01,00050
00409,50,00109,2024/06/01,00064
00410,50,00110,2024/06/01,00060
00411,50,00111,2024/06/01,00015
00412,250,00112,2024/06/01,00002
00413,50,00113,2024/06/01,00012
00414,50,00114,2024/06/01,00077
00415,50,00115,2024/06/01,00094
00416,50,00116,2024/06/01,00058
00417,150,00117,2024/06/01,00006
00418,250,00118,2024/06/01,00026
00419,50,00119,2024/06/01,00041
00420,50,00120,2024/06/01,00053
00421,50,00121,2024/06/01,00003
00422,50,00122,2024/06/01,00010
00423,50,00123,2024/06/01,00038
00424,50,00124,2024/06/01,00008
00425,150,00125,2024/06/01,00091
00426,250,00126,2024/06/01,00065
00427,50,00127,2024/06/01,00074
00428,50,00128,2024/06/01,00097
00429,50,00129,2024/06/01,00068
00430,150,00130,2024/06/01,00002
00431,50,00131,2024/06/01,00012
00432,50,00132,2024/06/01,00077
00433,50,00133,2024/06/01,00078
00434,50,00134,2024/06/01,00058
00435,50,00135,2024/06/01,00006
00436,50,00136,2024/06/01,00026
00437,150,00137,2024/06/01,00041
00438,50,00138,2024/06/01,00053
00439,150,00139,2024/06/01,00003
00440,50,00140,2024/06/01,00061
00441,150,00141,2024/06/01,00036
00442,50,00142,2024/06/01,00037
00443,50,00143,2024/06/01,00043
00444,50,00144,2024/06/01,00062
00445,50,00145,2024/06/01,00056
00446,50,00146,2024/06/01,00099
00447,50,00147,2024/06/01,00009
00448,50,00148,2024/06/01,00001
00449,50,00149,2024/06/01,00024
00450,50,00150,2024/06/01,00066
00451,50,00151,2024/09/01,00051
00452,50,00152,2024/09/01,00072
00453,50,00153,2024/09/01,00098
00454,250,00154,2024/09/01,00031
00455,150,00155,2024/09/01,00070
00456,50,00156,2024/09/01,00005
00457,50,00157,2024/09/01,00033
00458,50,00158,2024/09/01,00046
00459,50,00159,2024/09/01,00050
00460,150,00160,2024/09/01,00064
00461,250,00161,2024/09/01,00060
00462,50,00162,2024/09/01,00015
00463,50,00163,2024/09/01,00065
00464,50,00164,2024/09/01,00074
00465,50,00165,2024/09/01,00097
00466,150,00166,2024/09/01,00068
00467,50,00167,2024/09/01,00002
00468,250,00168,2024/09/01,00012
00469,50,00169,2024/09/01,00077
00470,250,00170,2024/09/01,00078
00471,50,00171,2024/09/01,00058
00472,150,00172,2024/09/01,00006
00473,250,00173,2024/09/01,00026
00474,50,00174,2024/09/01,00041
00475,150,00175,2024/09/01,00037
00476,250,00176,2024/09/01,00010
00477,50,00177,2024/09/01,00038
00478,50,00178,2024/09/01,00008
00479,50,00179,2024/09/01,00091
00480,50,00180,2024/09/01,00065
00481,50,00181,2024/09/01,00074
00482,50,00182,2024/09/01,00097
00483,50,00183,2024/09/01,00068
00484,50,00184,2024/09/01,00002
00485,50,00185,2024/09/01,00012
00486,250,00186,2024/09/01,00077
00487,50,00187,2024/09/01,00078
00488,50,00188,2024/09/01,00058
00489,50,00189,2024/09/01,00006
00490,150,00190,2024/09/01,00026
00491,50,00191,2024/09/01,00041
00492,50,00192,2024/09/01,00035
00493,50,00193,2024/09/01,00082
00494,50,00194,2024/09/01,00092
00495,50,00195,2024/09/01,00069
00496,50,00196,2024/09/01,00007
00497,50,00197,2024/09/01,00019
00498,150,00198,2024/09/01,00028
00499,50,00199,2024/09/01,00063
00500,150,00200,2024/09/01,00087
00501,150,00201,2024/09/01,00021
00502,50,00202,2024/09/01,00025
00503,150,00203,2024/09/01,00083
00504,50,00204,2024/09/01,00096
00505,50,00205,2024/09/01,00030
00506,150,00206,2024/09/01,00071
00507,250,00207,2024/09/01,00059
00508,50,00208,2024/09/01,00075
00509,50,00209,2024/09/01,00084
00510,50,00210,2024/09/01,00089
00511,50,00211,2024/09/01,00067
00512,50,00212,2024/09/01,00081
00513,50,00213,2024/09/01,00092
00514,50,00214,2024/09/01,00011
00515,50,00215,2024/09/01,00090
00516,150,00216,2024/09/01,00048
00517,250,00217,2024/09/01,00055
00518,150,00218,2024/09/01,00045
00519,250,00219,2024/09/01,00034
00520,50,00220,2024/09/01,00049
00521,50,00221,2024/09/01,00088
00522,250,00222,2024/09/01,00052
00523,50,00223,2024/09/01,00039
00524,150,00224,2024/09/01,00027
00525,50,00225,2024/09/01,00071
00526,250,00226,2024/09/01,00059
00527,50,00227,2024/09/01,00075
00528,50,00228,2024/09/01,00013
00529,50,00229,2024/09/01,00014
00530,150,00230,2024/09/01,00047
00531,50,00231,2024/09/01,00018
00532,50,00232,2024/09/01,00043
00533,150,00233,2024/09/01,00062
00534,50,00234,2024/09/01,00056
00535,250,00235,2024/09/01,00099
00536,50,00236,2024/09/01,00009
00537,50,00237,2024/09/01,00001
00538,150,00238,2024/09/01,00024
00539,50,00239,2024/09/01,00066
00540,250,00240,2024/09/01,00051
00541,150,00241,2024/09/01,00072
00542,150,00242,2024/09/01,00098
00543,50,00243,2024/09/01,00031
00544,50,00244,2024/09/01,00070
00545,50,00245,2024/09/01,00005
00546,50,00246,2024/09/01,00100
00547,50,00247,2024/09/01,00080
00548,50,00248,2024/09/01,00042
00549,50,00249,2024/09/01,00033
00550,150,00250,2024/09/01,00046
00551,50,00251,2024/09/01,00017
00552,250,00252,2024/09/01,00016
00553,50,00253,2024/09/01,00043
00554,50,00254,2024/09/01,00062
00555,50,00255,2024/09/01,00056
00556,50,00256,2024/09/01,00099
00557,50,00257,2024/09/01,00009
00558,50,00258,2024/09/01,00001
00559,50,00259,2024/09/01,00024
00560,50,00260,2024/09/01,00066
00561,50,00261,2024/09/01,00051
00562,150,00262,2024/09/01,00072
00563,50,00263,2024/09/01,00098
00564,50,00264,2024/09/01,00031
00565,50,00265,2024/09/01,00070
00566,150,00266,2024/09/01,00005
00567,50,00267,2024/09/01,00100
00568,50,00268,2024/09/01,00080
00569,50,00269,2024/09/01,00042
00570,250,00270,2024/09/01,00033
00571,150,00271,2024/09/01,00046
00572,50,00272,2024/09/01,00017
00573,250,00273,2024/09/01,00016
00574,50,00274,2024/09/01,00086
00575,50,00275,2024/09/01,00029
00576,50,00276,2024/09/01,00080
00577,50,00277,2024/09/01,00044
00578,50,00278,2024/09/01,00022
00579,150,00279,2024/09/01,00004
00580,150,00280,2024/09/01,00067
00581,150,00281,2024/09/01,00081
00582,50,00282,2024/09/01,00092
00583,250,00283,2024/09/01,00069
00584,50,00284,2024/09/01,00007
00585,50,00285,2024/09/01,00019
00586,150,00286,2024/09/01,00028
00587,250,00287,2024/09/01,00063
00588,50,00288,2024/09/01,00087
00589,50,00289,2024/09/01,00021
00590,50,00290,2024/09/01,00025
00591,50,00291,2024/09/01,00083
00592,50,00292,2024/09/01,00096
00593,50,00293,2024/09/01,00030
00594,250,00294,2024/09/01,00071
00595,50,00295,2024/09/01,00059
00596,150,00296,2024/09/01,00075
00597,150,00297,2024/09/01,00013
00598,50,00298,2024/09/01,00014
00599,50,00299,2024/09/01,00047
00600,250,00300,2024/09/01,00018
